Mun;Assistente Social;Enfermeiro;Fisioterapeuta;Fonoaudiólogo;Nutricionista;Odontólogo;Psicólogo;Psiquiatra;Total
261070 Paulista;27.0;277.0;89.0;14.0;36.0;56.0;34.0;3.0;536.0
261080 Pedra;3.0;5.0;1.0;1.0;1.0;2.0;2.0;0.0;15.0
261090 Pesqueira;14.0;41.0;12.0;1.0;8.0;12.0;15.0;1.0;104.0
261100 Petrolândia;3.0;27.0;7.0;1.0;3.0;8.0;2.0;0.0;51.0
261110 Petrolina;57.0;619.0;190.0;41.0;67.0;103.0;153.0;11.0;1241.0
261120 Poção;2.0;5.0;2.0;1.0;1.0;1.0;1.0;0.0;13.0
261130 Pombos;1.0;11.0;3.0;1.0;2.0;4.0;4.0;0.0;26.0
261140 Primavera;1.0;10.0;1.0;0.0;1.0;1.0;1.0;0.0;15.0
261150 Quipapá;1.0;5.0;1.0;1.0;1.0;0.0;2.0;0.0;11.0
261153 Quixaba;1.0;7.0;1.0;0.0;1.0;2.0;2.0;0.0;14.0
261160 Recife;546.0;5018.0;1202.0;337.0;644.0;360.0;764.0;112.0;8983.0
261170 Riacho das Almas;1.0;4.0;4.0;0.0;2.0;4.0;2.0;0.0;17.0
261180 Ribeirão;2.0;4.0;5.0;0.0;1.0;0.0;5.0;0.0;17.0
261190 Rio Formoso;1.0;8.0;3.0;1.0;0.0;2.0;3.0;1.0;19.0
261200 Sairé;0.0;5.0;2.0;0.0;2.0;0.0;2.0;0.0;11.0
261210 Salgadinho;1.0;3.0;1.0;0.0;1.0;0.0;2.0;0.0;8.0
261220 Salgueiro;15.0;106.0;23.0;4.0;14.0;20.0;17.0;1.0;200.0
261230 Saloá;1.0;10.0;1.0;0.0;0.0;1.0;2.0;0.0;15.0
261240 Sanharó;2.0;10.0;3.0;0.0;2.0;3.0;1.0;0.0;21.0
261245 Santa Cruz;1.0;11.0;2.0;0.0;1.0;1.0;4.0;0.0;20.0
261247 Santa Cruz da Baixa Verde;1.0;2.0;1.0;0.0;1.0;0.0;2.0;0.0;7.0
261250 Santa Cruz do Capibaribe;6.0;36.0;17.0;4.0;7.0;16.0;21.0;0.0;107.0
261255 Santa Filomena;0.0;4.0;1.0;0.0;0.0;0.0;2.0;0.0;7.0
261260 Santa Maria da Boa Vista;6.0;7.0;4.0;0.0;1.0;5.0;2.0;0.0;25.0
261270 Santa Maria do Cambucá;0.0;6.0;3.0;0.0;2.0;1.0;1.0;0.0;13.0
261280 Santa Terezinha;2.0;6.0;2.0;1.0;2.0;0.0;2.0;0.0;15.0
261290 São Benedito do Sul;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;4.0
261300 São Bento do Una;2.0;23.0;15.0;1.0;6.0;16.0;8.0;0.0;71.0
261310 São Caitano;0.0;10.0;3.0;0.0;3.0;4.0;11.0;1.0;32.0
261320 São João;2.0;5.0;3.0;0.0;2.0;2.0;3.0;0.0;17.0
261330 São Joaquim do Monte;4.0;9.0;4.0;1.0;3.0;2.0;2.0;1.0;26.0
261340 São José da Coroa Grande;2.0;6.0;1.0;0.0;2.0;0.0;2.0;1.0;14.0
261350 São José do Belmonte;4.0;17.0;3.0;1.0;1.0;1.0;1.0;1.0;29.0
261360 São José do Egito;1.0;22.0;16.0;1.0;4.0;7.0;4.0;1.0;56.0
261370 São Lourenço da Mata;8.0;25.0;10.0;3.0;6.0;14.0;18.0;3.0;87.0
261380 São Vicente Ferrer;2.0;7.0;1.0;1.0;2.0;3.0;2.0;0.0;18.0
261390 Serra Talhada;27.0;118.0;67.0;12.0;11.0;36.0;35.0;2.0;308.0
261400 Serrita;2.0;14.0;6.0;0.0;1.0;2.0;3.0;1.0;29.0
261410 Sertânia;3.0;17.0;4.0;1.0;3.0;5.0;5.0;0.0;38.0
261420 Sirinhaém;1.0;7.0;4.0;0.0;5.0;7.0;2.0;0.0;26.0
261440 Solidão;2.0;11.0;1.0;0.0;2.0;4.0;2.0;0.0;22.0
261450 Surubim;8.0;25.0;20.0;5.0;8.0;8.0;10.0;0.0;84.0
261460 Tabira;3.0;14.0;7.0;0.0;3.0;1.0;2.0;0.0;30.0
261470 Tacaimbó;2.0;8.0;0.0;0.0;1.0;2.0;4.0;0.0;17.0
261480 Tacaratu;1.0;15.0;5.0;1.0;2.0;2.0;5.0;0.0;31.0
261485 Tamandaré;2.0;14.0;4.0;2.0;1.0;2.0;3.0;0.0;28.0
261500 Taquaritinga do Norte;2.0;13.0;1.0;0.0;1.0;2.0;1.0;0.0;20.0
261510 Terezinha;0.0;4.0;1.0;0.0;1.0;0.0;1.0;0.0;7.0
261520 Terra Nova;0.0;7.0;2.0;0.0;1.0;0.0;0.0;0.0;10.0
261530 Timbaúba;6.0;30.0;7.0;5.0;6.0;6.0;10.0;0.0;70.0
261540 Toritama;2.0;9.0;7.0;1.0;2.0;5.0;6.0;0.0;32.0
261550 Tracunhaém;0.0;6.0;0.0;0.0;1.0;1.0;1.0;1.0;10.0
261560 Trindade;5.0;9.0;0.0;1.0;1.0;4.0;2.0;0.0;22.0
261570 Triunfo;0.0;5.0;4.0;1.0;1.0;2.0;2.0;0.0;15.0
261580 Tupanatinga;2.0;6.0;2.0;0.0;2.0;1.0;2.0;0.0;15.0
261590 Tuparetama;0.0;5.0;2.0;1.0;1.0;1.0;1.0;1.0;12.0
261600 Venturosa;0.0;7.0;3.0;0.0;1.0;2.0;3.0;0.0;16.0
261610 Verdejante;1.0;6.0;1.0;0.0;1.0;0.0;0.0;0.0;9.0
261618 Vertente do Lério;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;5.0
261620 Vertentes;0.0;9.0;7.0;0.0;4.0;4.0;2.0;0.0;26.0
261630 Vicência;4.0;15.0;4.0;0.0;2.0;5.0;5.0;0.0;35.0
261640 Vitória de Santo Antão;15.0;83.0;61.0;18.0;24.0;37.0;57.0;0.0;295.0
261650 Xexéu;2.0;9.0;4.0;0.0;0.0;0.0;1.0;0.0;16.0
270010 Água Branca;7.0;13.0;8.0;3.0;4.0;3.0;4.0;0.0;42.0
270020 Anadia;3.0;8.0;5.0;0.0;2.0;4.0;6.0;1.0;29.0
270030 Arapiraca;115.0;390.0;149.0;36.0;51.0;64.0;89.0;10.0;904.0
270040 Atalaia;7.0;15.0;9.0;2.0;3.0;5.0;6.0;1.0;48.0
270050 Barra de Santo Antônio;2.0;12.0;4.0;0.0;3.0;1.0;5.0;1.0;28.0
270060 Barra de São Miguel;2.0;5.0;4.0;0.0;3.0;3.0;3.0;0.0;20.0
270070 Batalha;3.0;12.0;4.0;0.0;1.0;1.0;4.0;1.0;26.0
270080 Belém;1.0;3.0;2.0;0.0;0.0;0.0;2.0;0.0;8.0
270090 Belo Monte;0.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;6.0
270100 Boca da Mata;2.0;13.0;6.0;2.0;4.0;1.0;3.0;0.0;31.0
270110 Branquinha;1.0;7.0;4.0;0.0;2.0;1.0;2.0;0.0;17.0
270120 Cacimbinhas;0.0;9.0;1.0;1.0;2.0;0.0;2.0;0.0;15.0
270130 Cajueiro;5.0;4.0;4.0;0.0;2.0;1.0;4.0;1.0;21.0
270135 Campestre;3.0;1.0;2.0;1.0;1.0;1.0;2.0;0.0;11.0
270140 Campo Alegre;7.0;23.0;11.0;5.0;8.0;3.0;12.0;1.0;70.0
270150 Campo Grande;1.0;4.0;1.0;0.0;1.0;1.0;1.0;1.0;10.0
270160 Canapi;3.0;10.0;7.0;0.0;1.0;0.0;2.0;0.0;23.0
270170 Capela;2.0;10.0;5.0;0.0;4.0;2.0;10.0;1.0;34.0
270180 Carneiros;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;5.0
270190 Chã Preta;1.0;2.0;2.0;0.0;1.0;0.0;2.0;0.0;8.0
270200 Coité do Nóia;1.0;5.0;2.0;0.0;0.0;3.0;2.0;1.0;14.0
270210 Colônia Leopoldina;1.0;12.0;7.0;1.0;4.0;6.0;4.0;1.0;36.0
270220 Coqueiro Seco;1.0;11.0;5.0;0.0;1.0;0.0;1.0;1.0;20.0
270230 Coruripe;18.0;61.0;41.0;4.0;10.0;5.0;10.0;1.0;150.0
270235 Craíbas;1.0;12.0;4.0;0.0;1.0;1.0;3.0;1.0;23.0
270240 Delmiro Gouveia;29.0;70.0;26.0;3.0;23.0;4.0;21.0;1.0;177.0
270250 Dois Riachos;3.0;10.0;2.0;0.0;1.0;0.0;1.0;0.0;17.0
270255 Estrela de Alagoas;3.0;1.0;3.0;0.0;0.0;1.0;5.0;0.0;13.0
270260 Feira Grande;2.0;13.0;2.0;0.0;3.0;1.0;5.0;0.0;26.0
270270 Feliz Deserto;1.0;3.0;1.0;0.0;1.0;1.0;2.0;1.0;10.0
270280 Flexeiras;3.0;8.0;4.0;0.0;2.0;1.0;2.0;0.0;20.0
270290 Girau do Ponciano;17.0;20.0;6.0;0.0;3.0;2.0;6.0;0.0;54.0
270300 Ibateguara;2.0;6.0;3.0;1.0;0.0;0.0;3.0;0.0;15.0
270310 Igaci;1.0;7.0;3.0;0.0;2.0;3.0;7.0;0.0;23.0
270320 Igreja Nova;3.0;7.0;3.0;0.0;1.0;0.0;5.0;0.0;19.0
270330 Inhapi;2.0;6.0;3.0;1.0;1.0;0.0;2.0;0.0;15.0
270340 Jacaré dos Homens;0.0;6.0;3.0;0.0;2.0;0.0;2.0;0.0;13.0
270350 Jacuípe;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;4.0
270360 Japaratinga;0.0;0.0;3.0;1.0;1.0;0.0;1.0;1.0;7.0
270370 Jaramataia;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;7.0
270375 Jequiá da Praia;2.0;4.0;4.0;1.0;1.0;4.0;2.0;0.0;18.0
270380 Joaquim Gomes;3.0;16.0;3.0;0.0;5.0;3.0;7.0;0.0;37.0
270390 Jundiá;0.0;3.0;5.0;0.0;1.0;1.0;2.0;0.0;12.0
270400 Junqueiro;9.0;11.0;8.0;2.0;7.0;1.0;10.0;2.0;50.0
270410 Lagoa da Canoa;4.0;7.0;4.0;0.0;1.0;1.0;4.0;0.0;21.0
270420 Limoeiro de Anadia;9.0;14.0;5.0;2.0;2.0;4.0;3.0;0.0;39.0
270430 Maceió;476.0;1788.0;751.0;194.0;329.0;592.0;711.0;64.0;4905.0
270440 Major Isidoro;2.0;8.0;5.0;0.0;1.0;0.0;3.0;0.0;19.0
270490 Mar Vermelho;2.0;2.0;3.0;0.0;1.0;1.0;1.0;0.0;10.0
270450 Maragogi;10.0;29.0;12.0;6.0;6.0;2.0;10.0;1.0;76.0
270460 Maravilha;1.0;3.0;2.0;0.0;2.0;0.0;0.0;0.0;8.0
270470 Marechal Deodoro;8.0;23.0;10.0;2.0;1.0;5.0;12.0;0.0;61.0
270480 Maribondo;5.0;6.0;7.0;6.0;1.0;1.0;11.0;0.0;37.0
270500 Mata Grande;3.0;6.0;4.0;0.0;1.0;2.0;1.0;0.0;17.0
270510 Matriz de Camaragibe;7.0;15.0;7.0;1.0;7.0;3.0;9.0;0.0;49.0
270520 Messias;3.0;10.0;4.0;0.0;1.0;4.0;4.0;1.0;27.0
270530 Minador do Negrão;1.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;8.0
270540 Monteirópolis;0.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;6.0
270550 Murici;6.0;13.0;4.0;0.0;3.0;2.0;7.0;1.0;36.0
270560 Novo Lino;1.0;4.0;2.0;1.0;0.0;1.0;0.0;0.0;9.0
270570 Olho d'Água das Flores;3.0;9.0;2.0;0.0;1.0;5.0;4.0;0.0;24.0
270580 Olho d'Água do Casado;1.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;7.0
270590 Olho d'Água Grande;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;4.0
270600 Olivença;2.0;2.0;3.0;0.0;1.0;0.0;1.0;0.0;9.0
270610 Ouro Branco;4.0;6.0;1.0;0.0;1.0;1.0;3.0;0.0;16.0
270620 Palestina;1.0;4.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0
270630 Palmeira dos Índios;23.0;82.0;18.0;7.0;7.0;11.0;17.0;2.0;167.0
270640 Pão de Açúcar;7.0;16.0;5.0;0.0;4.0;1.0;4.0;0.0;37.0
270642 Pariconha;2.0;9.0;2.0;0.0;0.0;2.0;2.0;0.0;17.0
270644 Paripueira;1.0;8.0;4.0;0.0;1.0;2.0;3.0;1.0;20.0
270650 Passo de Camaragibe;1.0;9.0;3.0;0.0;2.0;0.0;3.0;0.0;18.0
270660 Paulo Jacinto;1.0;4.0;2.0;0.0;1.0;0.0;3.0;0.0;11.0
270670 Penedo;18.0;41.0;21.0;11.0;6.0;15.0;23.0;0.0;135.0
270680 Piaçabuçu;3.0;12.0;6.0;0.0;1.0;3.0;3.0;0.0;28.0
270690 Pilar;11.0;19.0;8.0;1.0;8.0;2.0;12.0;0.0;61.0
270700 Pindoba;0.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;6.0
270710 Piranhas;7.0;24.0;6.0;0.0;5.0;5.0;3.0;0.0;50.0
270720 Poço das Trincheiras;2.0;4.0;2.0;0.0;1.0;1.0;1.0;0.0;11.0
270730 Porto Calvo;15.0;45.0;19.0;1.0;15.0;4.0;21.0;1.0;121.0
270740 Porto de Pedras;2.0;5.0;4.0;0.0;2.0;2.0;1.0;0.0;16.0
270750 Porto Real do Colégio;5.0;18.0;5.0;0.0;2.0;2.0;4.0;0.0;36.0
270760 Quebrangulo;1.0;13.0;2.0;0.0;1.0;0.0;3.0;0.0;20.0
270770 Rio Largo;10.0;29.0;16.0;1.0;5.0;10.0;14.0;0.0;85.0
270780 Roteiro;2.0;3.0;3.0;0.0;3.0;1.0;4.0;0.0;16.0
270790 Santa Luzia do Norte;1.0;7.0;3.0;0.0;2.0;1.0;4.0;0.0;18.0
270800 Santana do Ipanema;24.0;77.0;21.0;7.0;6.0;8.0;16.0;0.0;159.0
270810 Santana do Mundaú;2.0;8.0;4.0;1.0;4.0;2.0;3.0;0.0;24.0
270820 São Brás;0.0;3.0;3.0;0.0;1.0;1.0;1.0;0.0;9.0
270830 São José da Laje;5.0;24.0;12.0;0.0;9.0;5.0;8.0;0.0;63.0
270840 São José da Tapera;4.0;11.0;6.0;1.0;3.0;4.0;3.0;0.0;32.0
270850 São Luís do Quitunde;4.0;9.0;5.0;1.0;3.0;1.0;8.0;0.0;31.0
270860 São Miguel dos Campos;18.0;56.0;22.0;5.0;11.0;9.0;21.0;0.0;142.0
270870 São Miguel dos Milagres;1.0;3.0;4.0;0.0;2.0;3.0;3.0;0.0;16.0
270880 São Sebastião;7.0;12.0;7.0;1.0;2.0;2.0;4.0;0.0;35.0
270890 Satuba;7.0;6.0;4.0;0.0;4.0;0.0;7.0;0.0;28.0
270895 Senador Rui Palmeira;1.0;2.0;3.0;0.0;2.0;1.0;1.0;0.0;10.0
270900 Tanque d'Arca;2.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;9.0
270910 Taquarana;2.0;4.0;4.0;0.0;3.0;1.0;3.0;0.0;17.0
270915 Teotônio Vilela;13.0;33.0;13.0;3.0;9.0;4.0;21.0;1.0;97.0
270920 Traipu;6.0;6.0;5.0;0.0;1.0;3.0;2.0;0.0;23.0
270930 União dos Palmares;16.0;36.0;36.0;2.0;21.0;10.0;30.0;0.0;151.0
270940 Viçosa;9.0;15.0;9.0;0.0;3.0;5.0;5.0;0.0;46.0
280010 Amparo de São Francisco;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5.0
280020 Aquidabã;4.0;8.0;5.0;2.0;2.0;1.0;6.0;0.0;28.0
280030 Aracaju;261.0;1572.0;545.0;148.0;216.0;536.0;441.0;54.0;3773.0
280040 Arauá;1.0;9.0;3.0;0.0;2.0;0.0;2.0;0.0;17.0
280050 Areia Branca;1.0;8.0;2.0;0.0;0.0;3.0;2.0;0.0;16.0
280060 Barra dos Coqueiros;6.0;21.0;12.0;3.0;2.0;4.0;6.0;0.0;54.0
280067 Boquim;5.0;18.0;5.0;1.0;2.0;3.0;3.0;0.0;37.0
280070 Brejo Grande;1.0;1.0;4.0;0.0;1.0;0.0;2.0;0.0;9.0
280100 Campo do Brito;2.0;8.0;5.0;2.0;1.0;3.0;2.0;0.0;23.0
280110 Canhoba;1.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;6.0
280120 Canindé de São Francisco;8.0;28.0;5.0;1.0;3.0;3.0;6.0;2.0;56.0
280130 Capela;4.0;21.0;9.0;3.0;4.0;2.0;6.0;0.0;49.0
280140 Carira;1.0;7.0;3.0;1.0;0.0;0.0;2.0;1.0;15.0
280150 Carmópolis;1.0;6.0;3.0;0.0;1.0;5.0;1.0;0.0;17.0
280160 Cedro de São João;1.0;6.0;4.0;1.0;1.0;1.0;5.0;1.0;20.0
280170 Cristinápolis;3.0;12.0;7.0;1.0;2.0;0.0;2.0;1.0;28.0
280190 Cumbe;2.0;3.0;1.0;0.0;2.0;0.0;1.0;0.0;9.0
280200 Divina Pastora;1.0;3.0;1.0;0.0;1.0;0.0;2.0;0.0;8.0
280210 Estância;10.0;64.0;15.0;4.0;6.0;9.0;16.0;1.0;125.0
280220 Feira Nova;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
280230 Frei Paulo;1.0;12.0;5.0;2.0;1.0;0.0;1.0;0.0;22.0
280240 Gararu;1.0;3.0;3.0;2.0;1.0;1.0;1.0;0.0;12.0
280250 General Maynard;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;5.0
280260 Gracho Cardoso;1.0;0.0;2.0;1.0;2.0;0.0;1.0;0.0;7.0
280270 Ilha das Flores;1.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;6.0
280280 Indiaroba;2.0;11.0;2.0;0.0;0.0;5.0;1.0;0.0;21.0
280290 Itabaiana;17.0;65.0;39.0;19.0;18.0;17.0;20.0;2.0;197.0
280300 Itabaianinha;1.0;17.0;9.0;2.0;2.0;3.0;4.0;1.0;39.0
280310 Itabi;1.0;4.0;1.0;0.0;0.0;1.0;1.0;0.0;8.0
280320 Itaporanga d'Ajuda;3.0;18.0;7.0;1.0;3.0;1.0;3.0;0.0;36.0
280330 Japaratuba;2.0;5.0;4.0;0.0;1.0;3.0;3.0;0.0;18.0
280340 Japoatã;1.0;4.0;3.0;0.0;1.0;0.0;1.0;0.0;10.0
280350 Lagarto;36.0;152.0;68.0;29.0;22.0;24.0;29.0;4.0;364.0
280360 Laranjeiras;3.0;15.0;5.0;0.0;1.0;2.0;1.0;0.0;27.0
280370 Macambira;1.0;3.0;2.0;1.0;1.0;0.0;1.0;0.0;9.0
280380 Malhada dos Bois;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;5.0
280390 Malhador;2.0;4.0;3.0;0.0;1.0;1.0;1.0;0.0;12.0
280400 Maruim;4.0;7.0;3.0;1.0;2.0;1.0;2.0;0.0;20.0
280410 Moita Bonita;1.0;2.0;3.0;1.0;1.0;0.0;1.0;0.0;9.0
280420 Monte Alegre de Sergipe;0.0;2.0;5.0;0.0;2.0;1.0;4.0;0.0;14.0
280430 Muribeca;1.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;6.0
280440 Neópolis;4.0;13.0;2.0;0.0;1.0;0.0;1.0;0.0;21.0
280445 Nossa Senhora Aparecida;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;5.0
280450 Nossa Senhora da Glória;6.0;48.0;7.0;3.0;1.0;1.0;8.0;1.0;75.0
280460 Nossa Senhora das Dores;3.0;13.0;7.0;1.0;7.0;0.0;6.0;3.0;40.0
280470 Nossa Senhora de Lourdes;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;3.0
280480 Nossa Senhora do Socorro;27.0;85.0;18.0;7.0;18.0;6.0;24.0;2.0;187.0
280490 Pacatuba;2.0;4.0;3.0;1.0;1.0;0.0;2.0;2.0;15.0
280500 Pedra Mole;0.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;5.0
280510 Pedrinhas;1.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;8.0
280520 Pinhão;1.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;7.0
280530 Pirambu;2.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;8.0
280540 Poço Redondo;2.0;10.0;5.0;1.0;2.0;1.0;5.0;0.0;26.0
280550 Poço Verde;3.0;12.0;4.0;2.0;2.0;1.0;2.0;1.0;27.0
280560 Porto da Folha;3.0;19.0;4.0;0.0;1.0;1.0;5.0;0.0;33.0
280570 Propriá;9.0;68.0;10.0;3.0;5.0;3.0;7.0;0.0;105.0
280580 Riachão do Dantas;2.0;14.0;5.0;0.0;1.0;0.0;3.0;0.0;25.0
280590 Riachuelo;2.0;4.0;2.0;0.0;1.0;0.0;2.0;0.0;11.0
280600 Ribeirópolis;1.0;10.0;5.0;2.0;1.0;0.0;6.0;0.0;25.0
280610 Rosário do Catete;0.0;10.0;2.0;0.0;0.0;2.0;1.0;0.0;15.0
280620 Salgado;2.0;7.0;4.0;1.0;2.0;2.0;2.0;0.0;20.0
280630 Santa Luzia do Itanhy;3.0;4.0;1.0;0.0;0.0;1.0;1.0;0.0;10.0
280650 Santa Rosa de Lima;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;4.0
280640 Santana do São Francisco;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
280660 Santo Amaro das Brotas;0.0;6.0;3.0;0.0;0.0;0.0;1.0;0.0;10.0
280670 São Cristóvão;13.0;39.0;6.0;4.0;6.0;3.0;14.0;0.0;85.0
280680 São Domingos;1.0;2.0;4.0;0.0;1.0;0.0;1.0;0.0;9.0
280690 São Francisco;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0
280700 São Miguel do Aleixo;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5.0
280710 Simão Dias;3.0;15.0;6.0;2.0;6.0;13.0;4.0;0.0;49.0
280720 Siriri;1.0;4.0;4.0;0.0;2.0;0.0;1.0;0.0;12.0
280730 Telha;1.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;7.0
280740 Tobias Barreto;3.0;24.0;8.0;2.0;3.0;1.0;6.0;0.0;47.0
280750 Tomar do Geru;1.0;4.0;0.0;1.0;0.0;3.0;0.0;1.0;10.0
280760 Umbaúba;1.0;2.0;5.0;0.0;1.0;0.0;4.0;0.0;13.0
290010 Abaíra;1.0;4.0;4.0;0.0;2.0;0.0;3.0;1.0;15.0
290020 Abaré;3.0;12.0;4.0;0.0;2.0;2.0;1.0;1.0;25.0
290030 Acajutiba;3.0;5.0;7.0;0.0;3.0;0.0;2.0;1.0;21.0
290035 Adustina;1.0;15.0;2.0;1.0;3.0;1.0;1.0;0.0;24.0
290040 Água Fria;3.0;10.0;3.0;0.0;3.0;0.0;2.0;0.0;21.0
290060 Aiquara;0.0;5.0;1.0;0.0;0.0;2.0;1.0;0.0;9.0
290070 Alagoinhas;25.0;168.0;99.0;22.0;33.0;98.0;88.0;5.0;538.0
290080 Alcobaça;3.0;8.0;5.0;1.0;3.0;1.0;4.0;0.0;25.0
290090 Almadina;0.0;4.0;3.0;0.0;2.0;0.0;0.0;0.0;9.0
290100 Amargosa;8.0;28.0;13.0;5.0;10.0;24.0;19.0;0.0;107.0
290110 Amélia Rodrigues;2.0;10.0;4.0;1.0;2.0;3.0;2.0;1.0;25.0
290115 América Dourada;2.0;12.0;5.0;0.0;2.0;0.0;2.0;1.0;24.0
290120 Anagé;4.0;14.0;7.0;1.0;2.0;0.0;3.0;1.0;32.0
290130 Andaraí;1.0;5.0;2.0;0.0;1.0;4.0;3.0;0.0;16.0
290135 Andorinha;1.0;8.0;7.0;0.0;0.0;3.0;1.0;1.0;21.0
290140 Angical;3.0;11.0;3.0;0.0;1.0;0.0;2.0;2.0;22.0
290150 Anguera;1.0;8.0;3.0;0.0;2.0;0.0;3.0;1.0;18.0
290160 Antas;1.0;13.0;2.0;1.0;3.0;2.0;3.0;0.0;25.0
290170 Antônio Cardoso;1.0;10.0;2.0;0.0;1.0;1.0;2.0;0.0;17.0
290180 Antônio Gonçalves;1.0;8.0;4.0;1.0;2.0;1.0;4.0;0.0;21.0
290190 Aporá;3.0;8.0;4.0;1.0;6.0;0.0;3.0;0.0;25.0
290195 Apuarema;1.0;4.0;2.0;0.0;1.0;1.0;2.0;0.0;11.0
290205 Araças;0.0;7.0;7.0;0.0;2.0;2.0;2.0;1.0;21.0
290200 Aracatu;1.0;8.0;2.0;0.0;2.0;7.0;1.0;1.0;22.0
290210 Araci;9.0;40.0;8.0;1.0;4.0;5.0;2.0;0.0;69.0
290220 Aramari;0.0;5.0;1.0;0.0;1.0;1.0;0.0;0.0;8.0
290225 Arataca;1.0;4.0;2.0;0.0;1.0;0.0;2.0;0.0;10.0
290230 Aratuípe;2.0;3.0;2.0;0.0;0.0;0.0;2.0;1.0;10.0
290240 Aurelino Leal;2.0;8.0;8.0;0.0;1.0;1.0;3.0;1.0;24.0
290250 Baianópolis;1.0;11.0;3.0;1.0;2.0;0.0;1.0;0.0;19.0
290260 Baixa Grande;5.0;11.0;3.0;1.0;4.0;7.0;4.0;1.0;36.0
290265 Banzaê;1.0;11.0;2.0;0.0;1.0;0.0;0.0;0.0;15.0
290270 Barra;4.0;37.0;8.0;0.0;1.0;1.0;2.0;1.0;54.0
290280 Barra da Estiva;1.0;17.0;5.0;0.0;1.0;4.0;1.0;0.0;29.0
290290 Barra do Choça;2.0;14.0;11.0;0.0;5.0;2.0;5.0;0.0;39.0
290300 Barra do Mendes;6.0;13.0;3.0;0.0;2.0;0.0;1.0;0.0;25.0
290310 Barra do Rocha;0.0;7.0;1.0;0.0;1.0;0.0;2.0;0.0;11.0
290320 Barreiras;48.0;298.0;142.0;21.0;26.0;57.0;56.0;1.0;649.0
290323 Barro Alto;2.0;4.0;5.0;0.0;1.0;2.0;3.0;1.0;18.0
290330 Barro Preto;0.0;8.0;3.0;0.0;1.0;1.0;0.0;0.0;13.0
290327 Barrocas;3.0;9.0;6.0;0.0;2.0;5.0;3.0;0.0;28.0
290340 Belmonte;3.0;13.0;8.0;0.0;3.0;2.0;2.0;0.0;31.0
290350 Belo Campo;2.0;12.0;5.0;2.0;1.0;3.0;5.0;0.0;30.0
290360 Biritinga;3.0;6.0;3.0;0.0;0.0;1.0;2.0;0.0;15.0
290370 Boa Nova;1.0;3.0;1.0;0.0;2.0;1.0;1.0;1.0;10.0
290380 Boa Vista do Tupim;1.0;4.0;4.0;1.0;4.0;1.0;2.0;1.0;18.0
290390 Bom Jesus da Lapa;18.0;81.0;21.0;3.0;11.0;24.0;11.0;1.0;170.0
290395 Bom Jesus da Serra;1.0;8.0;3.0;0.0;2.0;0.0;1.0;0.0;15.0
290400 Boninal;1.0;4.0;2.0;1.0;2.0;1.0;2.0;0.0;13.0
290405 Bonito;1.0;5.0;1.0;0.0;2.0;1.0;1.0;0.0;11.0
290410 Boquira;5.0;12.0;5.0;0.0;2.0;8.0;3.0;0.0;35.0
290420 Botuporã;1.0;11.0;6.0;1.0;2.0;2.0;2.0;1.0;26.0
290430 Brejões;1.0;7.0;2.0;0.0;2.0;0.0;1.0;0.0;13.0
290440 Brejolândia;2.0;4.0;2.0;0.0;2.0;0.0;1.0;0.0;11.0
290450 Brotas de Macaúbas;1.0;8.0;3.0;0.0;1.0;2.0;1.0;0.0;16.0
290460 Brumado;8.0;61.0;16.0;3.0;10.0;25.0;13.0;0.0;136.0
290470 Buerarema;2.0;13.0;5.0;0.0;1.0;0.0;3.0;1.0;25.0
290475 Buritirama;3.0;8.0;3.0;0.0;1.0;1.0;1.0;0.0;17.0
